University of Munich,#57 of 14131,#6 of 2785,#1 of 369,North America,Canada,Manitoba,,145451,www.lmu.de,+49 (89) 21800
University of Munster,#186 of 14131,#62 of 2785,#14 of 369,Europe,United Kingdom,England,59%,62717,www.uni-muenster.de,+49 (251) 83 0
University of Nebraska - Lincoln,#126 of 14131,#75 of 2597,#69 of 2496,North America,United States,Oregon,35%,54930,www.unl.edu,4024727211
University of New Mexico,#170 of 14131,#90 of 2597,#80 of 2496,North America,Canada,Alberta,73%,57197,www.unm.edu,5052770111
University of New South Wales,#64 of 14131,#2 of 59,#2 of 40,North America,United States,Alabama,,135814,www.unsw.edu.au,+61 (0)2 9385 1000
University of North Carolina at Chapel Hill,#29 of 14131,#25 of 2597,#24 of 2496,Europe,Italy,Lombardy,,164047,www.unc.edu,9199622211
University of Notre Dame,#149 of 14131,#85 of 2597,#75 of 2496,Europe,Germany,Brandenburg,87%,52681,www.nd.edu,5746315000
University of Nottingham,#115 of 14131,#29 of 2785,#12 of 163,Europe,Germany,North Rhine-Westphalia,80%,107846,nottingham.ac.uk,+44 (115) 951 5151
University of Oklahoma - Norman,,,,North America,United States,California,66%,48417,null,4053250311
University of Oregon,#175 of 14131,#92 of 2597,#82 of 2496,North America,United States,Nebraska,33%,36822,www.uoregon.edu,5413461000
University of Oslo,#97 of 14131,#21 of 2785,#1 of 29,North America,United States,Delaware,39%,85049,www.uio.no,+47 22 85 50 50
University of Otago,,,,North America,United States,New York State,7%,47309,www.otago.ac.nz,+64 (3) 479 1100
University of Ottawa,#179 of 14131,#94 of 2597,#11 of 101,North America,United States,Connecticut,19%,78874,www.uottawa.ca,+1 (613) 562 5800
University of Oxford,#10 of 14131,#2 of 2785,#2 of 163,North America,United States,North Carolina,,241392,www.ox.ac.uk,
University of Padua,#151 of 14131,#45 of 2785,#4 of 88,Europe,Denmark,Aarhus,20%,100320,www.unipd.it,+39 049 827 3131
University of Pennsylvania,#12 of 14131,#10 of 2597,#10 of 2496,Europe,United Kingdom,England,,232058,www.upenn.edu,2158985000
University of Pisa,,,,Europe,Switzerland,Zurich,21%,63169,unipi.it,+39 050 221 2111
University of Pittsburgh,#38 of 14131,#33 of 2597,#31 of 2496,North America,United States,Massachusetts,,176141,www.pitt.edu,4126244141
University of Porto,,,,North America,United States,Illinois,9%,57373,up.pt,+351 (22) 040 8000
University of Queensland,#75 of 14131,#4 of 59,#4 of 40,Asia,China,Wuhan,,134759,uq.edu.au,+61 (0)7 3365 1111
University of Reading,,,,North America,United States,New Jersey,6%,42254,www.reading.ac.uk,+44 (118) 987 5123
University of Rochester,#66 of 14131,#50 of 2597,#47 of 2496,Europe,Italy,Piedmont,,100238,rochester.edu,5852753221
University of Sao Paulo,#48 of 14131,#1 of 1756,#1 of 198,Europe,United Kingdom,Scotland,,261797,null,+55 (11) 3091 3500
University of Science and Technology of China,,,,Europe,Switzerland,Zurich,65%,91913,ustc.edu.cn,+86 (551) 360 2847
University of Sheffield,#137 of 14131,#36 of 2785,#13 of 163,Asia,China,Shanghai,66%,91975,www.sheffield.ac.uk,+44 (114) 222 2000
University of South Carolina - Columbia,#191 of 14131,#97 of 2597,#86 of 2496,Asia,China,Shanghai,17%,53491,sc.edu,8037777000
University of South Florida,#154 of 14131,#86 of 2597,#76 of 2496,Europe,United Kingdom,England,25%,64274,usf.edu,8139742011
University of Southampton,#147 of 14131,#42 of 2785,#15 of 163,North America,United States,Florida,68%,90361,www.southampton.ac.uk,+44 (23) 8059 5000
University of Southern California,#31 of 14131,#27 of 2597,#26 of 2496,North America,United States,Kansas State,,150632,usc.edu,2137402311
University of St Andrews,,,,Latin America,Brazil,Sao Paulo,20%,41331,www.st-andrews.ac.uk,+44 (1334) 46 2150
University of Stuttgart,,,,North America,United States,Texas,7%,50562,uni-stuttgart.de,+49 (711) 685 10
University of Sussex,,,,North America,United States,California,47%,40752,www.sussex.ac.uk,+44 (1273) 606 755
University of Sydney,#65 of 14131,#3 of 59,#3 of 40,Africa,South Africa,Cape Town,,166488,www.sydney.edu.au,+61 (0)2 9351 2222
University of Tennessee - Knoxville,#138 of 14131,#82 of 2597,#73 of 2496,North America,United States,Pennsylvania,75%,76418,utk.edu,8659741000
University of Texas at Austin,#26 of 14131,#22 of 2597,#21 of 2496,Europe,Germany,Baden-Wurttemberg,,185242,www.utexas.edu,5124713434
University of Texas MD Anderson Cancer Center,,,,Europe,Netherlands,Amsterdam,37%,86041,www.mdanderson.org,8003921611
University of Tokyo,#18 of 14131,#1 of 5830,#1 of 719,Europe,United Kingdom,Northern Ireland,,309445,www.u-tokyo.ac.jp,+81 (3) 3812 2111
University of Toronto,#16 of 14131,#14 of 2597,#1 of 101,Latin America,Brazil,Belo Horizonte,,261987,www.utoronto.ca,+1 (416) 978 2011
University of Tsukuba,,,,Europe,Belgium,Leuven,8%,72120,www.tsukuba.ac.jp,+81 (29) 853 2111
University of Tubingen,#146 of 14131,#41 of 2785,#7 of 369,Europe,Germany,Baden-Wurttemberg,81%,75185,uni-tuebingen.de,+49 (7071) 29 0
University of Turin,,,,North America,United States,New York State,4%,69511,www.unito.it,+39 011 670 6111
University of Utah,#63 of 14131,#49 of 2597,#46 of 2496,North America,Canada,Nova Scotia,,110449,www.utah.edu,8015817200
University of Valencia,,,,North America,United States,Arizona,35%,61369,www.uv.es,+34 963864101
University of Vermont,,,,Europe,United Kingdom,Scotland,64%,33432,uvm.edu,8026563131
University of Victoria,,,,North America,United States,California,16%,37240,uvic.ca,+1 (250) 721 7211
University of Vienna,#92 of 14131,#19 of 2785,#1 of 71,Europe,Sweden,Stockholm,59%,87773,univie.ac.at,+43 (1) 4277 0
University of Virginia,#50 of 14131,#43 of 2597,#40 of 2496,Europe,Italy,Tuscany,,103343,www.virginia.edu,4349240311
University of Warsaw,,,,North America,United States,New Jersey,51%,54854,www.uw.edu.pl,+48 (22) 552 0000
University of Warwick,#139 of 14131,#37 of 2785,#14 of 163,Asia,Japan,Tokyo,85%,70799,warwick.ac.uk,+44 (24) 7652 3706
University of Washington - Seattle,#8 of 14131,#7 of 2597,#7 of 2496,Asia,South Korea,Seoul,,270033,washington.edu,2065432100
University of Waterloo,#117 of 14131,#71 of 2597,#6 of 101,Oceania,Australia,Crawley,29%,81979,uwaterloo.ca,+1 (519) 888 4567
University of Western Australia,#184 of 14131,#9 of 59,#8 of 40,North America,Canada,Ontario,25%,76861,uwa.edu.au,+61 (0)8 6488 6000
University of Wisconsin - Madison,#15 of 14131,#13 of 2597,#13 of 2496,North America,United States,Alabama,,209504,www.wisc.edu,6082632400
University of Wurzburg,,,,North America,United States,Tennessee,13%,54472,uni-wuerzburg.de,+49 (931) 310
University of York,#199 of 14131,#68 of 2785,#21 of 163,North America,United States,Kentucky,41%,51711,york.ac.uk,+44 (1904) 430 000
University of Zurich,#81 of 14131,#15 of 2785,#2 of 23,Asia,China,Hefei,65%,110940,uzh.ch,+41 (44) 634 1111
Uppsala University,#106 of 14131,#26 of 2785,#2 of 39,Europe,United Kingdom,Wales,5%,93456,uu.se,+46 (18) 471 0000
Utrecht University,#71 of 14131,#10 of 2785,#2 of 58,North America,United States,Pennsylvania,,123328,www.uu.nl,+31 (30) 253 7000
Vanderbilt University,#72 of 14131,#54 of 2597,#51 of 2496,Europe,Germany,Bavaria,,95375,vanderbilt.edu,6153227311
Virginia Commonwealth University,,,,Europe,United Kingdom,England,30%,44300,vcu.edu,8048280100
Virginia Polytechnic Institute and State University,#95 of 14131,#63 of 2597,#59 of 2496,Europe,United Kingdom,England,94%,82976,vt.edu,5402316994
Wageningen University,,,,North America,United States,Georgia,16%,47281,www.wur.nl,+31 (317) 484 848
Wake Forest University,,,,Europe,United Kingdom,England,18%,43001,www.wfu.edu,3367585000
Waseda University,,,,North America,United States,Minnesota,70%,44145,www.waseda.jp,+81 (3) 3203 4141
Washington State University,#156 of 14131,#87 of 2597,#77 of 2496,Europe,Sweden,Stockholm,41%,49351,wsu.edu,5093353564
Washington University in St Louis,#44 of 14131,#39 of 2597,#37 of 2496,North America,United States,Louisiana,,147171,wustl.edu,3149355000
Wayne State University,#194 of 14131,#100 of 2597,#89 of 2496,Europe,Spain,Barcelona,43%,72575,wayne.edu,3135772424
West Virginia University,,,,North America,United States,Florida,53%,42794,www.wvu.edu,3042930111
Western University,#134 of 14131,#79 of 2597,#9 of 101,Europe,Netherlands,Amsterdam,20%,87102,uwo.ca,+1 (519) 661 2111
Wuhan University,,,,North America,United States,Massachusetts,73%,97744,whu.edu.cn,+86 (27) 6875 3912
Xi'an Jiaotong University,,,,North America,United States,Connecticut,7%,96097,www.xjtu.edu.cn,+86 (29) 266 8830
Yale University,#11 of 14131,#9 of 2597,#9 of 2496,Asia,China,Xi'an,,198095,www.yale.edu,2034324771
Yonsei University,,,,North America,United States,Washington,56%,95497,www.yonsei.ac.kr,+82 (2) 2123 2114
York University,,,,Oceania,Australia,Canberra,33%,41257,yorku.ca,+1 (416) 736 5002
Zhejiang University,#109 of 14131,#7 of 5830,#3 of 960,North America,United States,Alabama,52%,176136,www.zju.edu.cn,+86 (571) 8795 1020
