ID,Name,FullName,Age,Height,Weight,PhotoUrl,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,NationalTeam,NationalPosition,NationalNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
192984,K. Casteels,Koen Casteels,30,197,86,https://cdn.sofifa.net/players/192/984/23_60.png,Belgium,83,84,1,1292,451,GK,GK,Belgium,Belgium,SUB,13,Left,3,2,1,Medium,Medium,82,79,79,84,45,82,15,15,14,35,13,14,20,13,37,23,44,46,50,80,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,82,79,79,82,84,35,29,31,31,31,29,35,34,36,34,32,35,32,32,32,32,84
143076,A. G처mez,Alejandro G처mez,34,167,68,https://cdn.sofifa.net/players/143/076/23_60.png,Argentina,83,83,0,2027,422,"CAM,LW",CAM,Argentina,Argentina,CM,17,Right,3,4,4,High,Medium,85,78,82,84,39,54,83,77,38,83,72,83,85,79,78,84,89,81,90,80,93,79,67,71,44,82,56,40,78,83,72,85,50,30,34,8,11,12,9,6,77,82,81,81,81,82,83,83,79,83,68,64,68,63,51,63,20
210406,P. Zieli흦ski,Piotr Zieli흦ski,28,180,75,https://cdn.sofifa.net/players/210/406/23_60.png,Poland,83,83,0,2132,455,"CAM,RM,CF",CAM,Poland,Poland,RF,20,Right,3,5,4,Medium,Medium,81,78,80,84,70,62,73,77,52,84,75,84,80,69,81,85,83,79,85,81,79,79,52,79,57,83,56,75,82,82,58,75,69,72,71,12,9,12,11,6,80,82,81,81,81,82,83,83,83,83,80,79,80,78,71,78,20
211688,Gay횪,Jos챕 Lu챠s Gay횪 Pe챰a,27,172,66,https://cdn.sofifa.net/players/211/688/23_60.png,Spain,83,84,1,2100,453,"LB,LM",LB,Spain,Spain,SUB,14,Left,3,3,4,High,Medium,83,61,77,80,79,73,80,61,58,81,58,79,80,49,75,82,81,85,82,84,80,62,53,87,67,59,76,80,76,75,52,76,79,82,84,13,10,9,12,9,74,78,76,76,76,78,80,82,81,82,84,83,84,84,79,84,22
186345,K. Trippier,Kieran Trippier,31,173,71,https://cdn.sofifa.net/players/186/345/23_60.png,England,83,83,0,2192,445,"RB,LB",RB,England,England,SUB,12,Right,2,4,3,Medium,Medium,70,64,82,77,80,72,86,54,79,81,58,74,89,87,80,82,73,68,73,81,79,79,78,86,64,70,73,80,76,80,68,79,79,81,80,11,14,8,11,10,74,75,75,75,75,75,78,79,81,79,82,82,82,82,80,82,21
253163,R. Araujo,Ronald Araujo,23,188,79,https://cdn.sofifa.net/players/253/163/23_60.png,Uruguay,83,90,7,1911,421,"CB,RB",CB,Uruguay,Uruguay,RB,4,Right,1,3,2,Medium,High,77,51,68,61,83,81,65,56,84,81,38,55,49,50,63,66,68,84,56,81,55,61,87,66,86,35,85,82,56,59,43,76,83,83,81,11,14,9,11,8,68,64,64,64,64,64,66,68,69,68,77,79,77,79,84,79,21
235073,G. Kobel,Gregor Kobel,24,195,88,https://cdn.sofifa.net/players/235/073/23_60.png,Switzerland,83,87,4,1252,451,GK,GK,Switzerland,Switzerland,SUB,21,Right,1,3,1,Medium,Medium,84,81,74,88,45,79,13,10,13,39,10,24,13,12,33,34,38,51,37,81,29,56,68,30,81,10,24,14,10,59,12,66,15,15,15,84,81,74,79,88,34,32,34,34,34,32,38,36,38,36,31,34,31,30,31,30,84
175943,D. Mertens,Dries Mertens,35,169,61,https://cdn.sofifa.net/players/175/943/23_60.png,Belgium,83,83,0,1984,413,"CF,ST,CAM",CAM,Belgium,Belgium,SUB,14,Right,3,4,4,High,Low,83,80,80,88,34,48,73,82,40,84,70,88,82,82,72,88,90,78,92,75,92,80,58,61,37,80,59,36,80,84,79,81,23,40,40,7,10,8,10,4,78,83,82,82,82,83,83,83,79,83,65,61,65,60,48,60,18
241721,Rafael Le찾o,Rafael da Concei챌찾o Le찾o,23,188,81,https://cdn.sofifa.net/players/241/721/23_60.png,Portugal,83,89,6,1966,427,"LW,ST,LM",LW,Portugal,Portugal,LW,15,Right,1,4,4,Medium,Low,91,77,73,85,27,74,75,80,63,76,74,87,80,60,63,84,90,92,81,83,80,80,62,77,80,72,60,24,82,74,63,81,22,24,21,10,12,15,11,9,82,82,82,82,82,82,82,83,74,83,61,56,61,56,48,56,21
235805,F. Chiesa,Federico Chiesa,24,175,70,https://cdn.sofifa.net/players/235/805/23_60.png,Italy,83,86,3,2064,454,"RW,LW,RM",RM,Italy,Italy,RW,14,Right,3,4,4,High,Medium,91,81,75,86,48,73,75,80,50,78,80,89,78,56,72,82,91,91,88,86,81,86,53,85,70,81,69,30,84,77,62,81,65,44,44,6,7,8,9,7,83,83,83,83,83,83,85,86,79,86,71,67,71,67,60,67,19
241464,Pau Torres,Pau Francisco Torres,25,191,80,https://cdn.sofifa.net/players/241/464/23_60.png,Spain,83,90,7,1896,414,CB,CB,Spain,Spain,CB,4,Left,2,3,2,Medium,High,73,38,67,70,85,81,55,28,85,80,41,64,45,28,76,80,70,76,68,81,52,58,80,80,82,40,80,84,42,67,42,73,85,85,83,11,13,13,13,9,62,63,63,63,63,63,68,69,74,69,79,83,79,81,85,81,21
231443,O. Demb챕l챕,Ousmane Demb챕l챕,25,178,67,https://cdn.sofifa.net/players/231/443/23_60.png,France,83,86,3,1992,425,RW,LM,France,France,SUB,11,Left,3,5,5,High,Medium,93,77,77,86,36,56,81,75,43,78,76,89,82,64,76,84,94,93,90,78,81,83,58,68,51,76,54,36,77,76,75,80,42,30,33,6,6,14,10,13,79,83,81,81,81,83,84,85,77,85,66,61,66,62,50,62,20
230666,Gabriel Jesus,Gabriel Fernando de Jesus,25,175,73,https://cdn.sofifa.net/players/230/666/23_60.png,Brazil,83,86,3,2069,439,"RW,ST",ST,Brazil,Brazil,SUB,18,Right,2,3,4,High,High,84,81,74,86,40,74,74,84,78,78,77,87,76,54,66,85,87,81,91,82,87,83,79,82,69,76,75,32,85,75,75,78,45,30,28,13,8,6,6,15,84,83,83,83,83,83,83,83,76,83,65,62,65,61,56,61,20
193283,T. Delaney,Thomas Delaney,30,180,79,https://cdn.sofifa.net/players/193/283/23_60.png,Denmark,83,83,0,2198,458,"CDM,CM",CDM,Denmark,Denmark,CM,8,Left,2,4,2,Low,High,72,71,76,74,83,82,68,68,83,81,67,71,71,68,81,78,73,71,72,81,72,78,91,86,78,73,85,83,75,76,60,78,84,82,82,8,12,11,14,15,77,74,75,75,75,74,78,77,81,77,81,83,81,82,83,82,22
188943,K. Trapp,Kevin Trapp,31,189,84,https://cdn.sofifa.net/players/188/943/23_60.png,Germany,83,83,0,1232,449,GK,GK,Germany,Germany,SUB,12,Right,3,4,1,Medium,Medium,82,78,75,85,47,82,13,13,11,25,12,10,14,12,12,24,43,50,42,81,37,56,76,45,75,13,30,22,12,46,17,64,15,14,10,82,78,75,82,85,33,27,29,29,29,27,32,31,31,31,31,31,31,31,32,31,83
208670,H. Ziyech,Hakim Ziyech,29,181,65,https://cdn.sofifa.net/players/208/670/23_60.png,Morocco,83,83,0,2078,436,"RW,CAM",RW,Morocco,Morocco,RW,7,Left,3,2,5,High,High,77,77,87,83,50,62,88,73,52,86,74,83,90,79,89,84,78,77,83,83,78,83,33,78,52,80,73,51,81,88,69,79,44,57,41,11,7,11,8,14,79,82,81,81,81,82,83,83,83,83,73,72,73,69,59,69,21
216354,A. Kramari훶,Andrej Kramari훶,31,177,73,https://cdn.sofifa.net/players/216/354/23_60.png,Croatia,83,83,0,2049,419,"CF,ST",CF,Croatia,Croatia,ST,9,Right,3,4,4,Medium,Medium,72,81,79,85,30,72,76,80,69,84,79,85,79,78,66,85,75,69,84,85,86,82,72,76,69,80,73,21,84,82,91,81,35,20,26,8,14,14,7,15,83,81,82,82,82,81,83,83,78,83,62,60,62,57,51,57,22
198950,Pablo Sarabia,Pablo Sarabia Garc챠a,30,174,70,https://cdn.sofifa.net/players/198/950/23_60.png,Spain,83,83,0,2066,437,"RW,LW,ST",RW,Spain,Spain,RW,22,Left,2,4,4,High,Medium,75,78,84,84,57,59,87,81,61,87,64,85,84,74,79,86,76,75,81,84,80,75,31,71,59,80,49,58,82,84,72,76,60,54,49,16,7,15,6,14,80,83,82,82,82,83,83,83,82,83,74,71,74,70,62,70,21
190941,L. Hr찼deck첵,Luk찼큄 Hr찼deck첵,32,192,83,https://cdn.sofifa.net/players/190/941/23_60.png,Finland,82,82,0,1191,438,GK,GK,Finland,Finland,GK,1,Right,3,3,1,Medium,Medium,84,77,69,85,41,82,11,11,11,30,9,10,11,15,33,20,38,44,43,81,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,84,77,69,82,85,30,26,28,28,28,26,33,31,34,31,28,31,28,28,28,28,82
264240,Gavi,Pablo Mart챠n P찼ez Gavira,17,173,68,https://cdn.sofifa.net/players/264/240/23_60.png,Spain,82,89,7,2061,444,"CM,LW,RW",CAM,Spain,Spain,SUB,9,Right,1,3,3,High,High,76,69,78,86,68,67,69,75,42,84,49,88,74,49,81,86,77,75,86,79,90,56,70,78,55,73,82,78,80,82,51,74,59,78,66,8,10,11,7,13,74,80,79,79,79,80,84,83,84,83,78,79,78,75,71,75,19
240690,N. Gonz찼lez,Nicol찼s Gonz찼lez,24,180,72,https://cdn.sofifa.net/players/240/690/23_60.png,Argentina,82,87,5,1995,430,"LW,RW",LM,Argentina,Argentina,SUB,15,Left,2,2,4,High,Medium,87,77,74,83,45,64,78,84,80,80,68,85,65,42,66,85,85,88,81,76,78,69,79,76,55,67,67,39,83,74,84,76,38,46,39,10,6,9,5,8,81,82,81,81,81,82,82,83,76,83,67,63,67,65,58,65,17
192318,M. G철tze,Mario G철tze,30,176,71,https://cdn.sofifa.net/players/192/318/23_60.png,Germany,82,82,0,2076,430,"CAM,CM,CF",CAM,Germany,Germany,SUB,11,Right,4,4,4,Medium,Medium,67,74,83,84,55,67,80,75,47,86,84,83,81,72,83,88,69,66,78,82,83,75,58,75,67,68,59,65,80,86,78,87,64,42,53,14,7,12,6,10,78,80,80,80,80,80,82,82,82,82,74,74,74,70,63,70,20
223273,M. Pa큄ali훶,Mario Pa큄ali훶,27,189,82,https://cdn.sofifa.net/players/223/273/23_60.png,Croatia,82,82,0,2126,457,"CAM,CM,RM",CAM,Croatia,Croatia,RM,15,Right,2,4,4,Medium,Medium,76,79,77,81,67,77,68,83,65,83,72,84,69,59,80,85,75,77,76,78,54,78,70,83,75,75,76,73,87,79,61,77,61,72,64,11,13,13,13,14,82,80,82,82,82,80,82,82,82,82,77,78,77,75,73,75,22
241096,S. Tonali,Sandro Tonali,22,181,79,https://cdn.sofifa.net/players/241/096/23_60.png,Italy,82,88,6,2225,475,"CM,CDM",CDM,Italy,Italy,SUB,4,Right,1,4,3,Medium,High,81,73,81,79,79,82,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84,81,81,75,13,9,8,7,7,78,78,78,78,78,78,81,81,83,81,83,84,83,82,81,82,19
140233,G. Ochoa,Guillermo Ochoa,36,185,78,https://cdn.sofifa.net/players/140/233/23_60.png,Mexico,82,82,0,1271,446,GK,GK,Mexico,Mexico,GK,13,Right,1,3,1,Medium,Medium,82,74,70,87,50,83,15,12,19,37,16,10,14,17,37,20,50,50,57,70,43,53,79,38,60,11,19,23,16,50,16,60,21,10,12,82,74,70,83,87,32,28,30,30,30,28,34,32,34,32,30,32,30,30,30,30,82
239580,Bremer,Gleison Bremer Silva Nascimento,25,188,82,https://cdn.sofifa.net/players/239/580/23_60.png,Brazil,82,86,4,1876,415,CB,CB,Brazil,Brazil,RES,24,Right,1,2,2,Medium,Medium,78,53,55,66,84,79,46,55,85,69,44,62,30,20,69,65,77,78,72,79,75,68,82,70,82,35,82,82,58,45,43,74,84,84,83,13,15,13,5,6,68,62,63,63,63,62,64,66,67,66,75,77,75,78,83,78,20
200260,S. Berghuis,Steven Berghuis,30,182,75,https://cdn.sofifa.net/players/200/260/23_60.png,Netherlands,82,82,0,2062,434,"CAM,CM,CF",CAM,Netherlands,Netherlands,CAM,11,Left,2,3,4,High,Medium,79,82,83,82,39,69,84,82,48,83,76,82,86,78,82,84,82,77,83,80,75,82,56,80,63,84,72,37,82,83,84,81,41,37,30,9,11,7,7,15,79,82,81,81,81,82,82,82,80,82,66,65,66,61,53,61,20
241637,A. Tchouam챕ni,Aur챕lien Tchouam챕ni,22,187,81,https://cdn.sofifa.net/players/241/637/23_60.png,France,82,89,7,2142,460,"CM,CDM",CDM,France,France,CDM,8,Right,2,3,3,Medium,High,70,70,79,78,81,82,68,67,74,85,50,78,76,53,84,80,68,71,73,83,70,78,74,84,82,75,82,85,75,82,55,83,81,83,78,9,8,12,12,7,77,76,77,77,77,76,81,79,84,79,81,85,81,81,83,81,19
255475,Antony,Antony Matheus dos Santos,22,172,63,https://cdn.sofifa.net/players/255/475/23_60.png,Brazil,82,89,7,2013,438,RW,CAM,Brazil,Brazil,SUB,19,Left,2,3,5,High,Medium,93,75,75,87,39,69,79,76,45,75,67,87,80,74,62,87,95,91,92,75,85,73,57,79,62,76,76,39,77,80,66,81,46,37,21,9,10,14,8,13,77,82,80,80,80,82,83,83,75,83,66,62,66,61,52,61,19
207862,M. Ginter,Matthias Ginter,28,189,86,https://cdn.sofifa.net/players/207/862/23_60.png,Germany,82,83,1,1944,419,CB,CB,Germany,Germany,SUB,4,Right,3,3,2,High,Medium,60,58,72,66,84,79,68,55,82,79,53,61,44,42,78,75,54,64,55,85,49,74,77,75,84,46,73,83,55,72,67,76,85,85,78,12,10,6,8,10,70,65,67,67,67,65,71,71,77,71,79,83,79,80,83,80,21
203263,H. Maguire,Harry Maguire,29,193,100,https://cdn.sofifa.net/players/203/263/23_60.png,England,82,83,1,1940,408,CB,CB,England,England,CB,6,Right,3,3,2,High,Medium,48,57,68,68,82,85,51,48,88,78,49,71,57,46,80,74,44,52,39,81,35,82,87,75,90,52,84,83,58,68,68,75,80,82,76,14,16,9,14,9,70,63,66,66,66,63,70,69,77,69,75,82,75,76,83,76,23
226753,A. Onana,Andr챕 Onana,26,190,93,https://cdn.sofifa.net/players/226/753/23_60.png,Cameroon,82,85,3,1468,471,GK,GK,Cameroon,Cameroon,GK,23,Right,3,3,1,Medium,Medium,81,80,86,83,61,80,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64,27,64,12,18,14,81,80,86,80,83,40,37,39,39,39,37,45,42,45,42,35,39,35,34,34,34,84
220834,Marco Asensio,Marco Asensio Willemsen,26,182,76,https://cdn.sofifa.net/players/220/834/23_60.png,Spain,82,83,1,2034,431,RW,CAM,Spain,Spain,SUB,10,Left,3,3,4,High,Medium,82,80,81,83,43,62,81,78,57,81,79,82,84,76,82,86,83,81,80,78,76,86,58,75,63,85,45,45,80,80,62,82,40,42,39,13,9,6,12,10,81,81,81,81,81,81,83,83,80,83,69,66,69,65,55,65,21
172871,J. Vertonghen,Jan Vertonghen,35,189,89,https://cdn.sofifa.net/players/172/871/23_60.png,Belgium,82,82,0,2053,435,CB,CB,Belgium,Belgium,CB,5,Left,3,3,3,Medium,Medium,69,62,72,68,83,81,70,54,78,76,52,64,66,70,74,74,67,70,56,81,60,80,89,72,85,66,82,82,56,66,66,88,84,84,85,6,10,9,12,7,71,67,68,68,68,67,71,72,75,72,80,82,80,81,82,81,20
231969,R. Malinovskyi,Ruslan Malinovskyi,29,181,79,https://cdn.sofifa.net/players/231/969/23_60.png,Ukraine,82,82,0,2213,465,"CF,CM",CF,Ukraine,Ukraine,CM,8,Left,3,4,4,Medium,Medium,76,81,83,81,64,80,79,74,74,85,70,83,85,86,81,86,76,76,69,79,73,92,74,82,81,88,78,66,80,83,84,75,55,72,50,6,6,12,15,13,82,81,82,82,82,81,82,82,82,82,76,78,76,74,73,74,21
204838,R. Jim챕nez,Ra첬l Jim챕nez,31,188,81,https://cdn.sofifa.net/players/204/838/23_60.png,Mexico,82,82,0,2077,439,ST,ST,Mexico,Mexico,ST,9,Right,3,4,3,High,High,73,81,76,80,47,82,73,81,80,81,80,82,75,51,75,80,66,79,76,82,65,84,74,79,85,74,82,53,82,78,92,81,45,38,30,7,11,13,14,10,82,79,80,80,80,79,82,82,79,82,67,68,67,64,63,64,21
251805,J. Timber,Jurri챘n Timber,21,179,77,https://cdn.sofifa.net/players/251/805/23_60.png,Netherlands,82,88,6,1995,441,"CB,RWB",CB,Netherlands,Netherlands,SUB,2,Right,1,3,3,Medium,Medium,83,47,68,79,82,82,64,41,73,82,41,77,44,31,68,80,80,86,73,83,85,58,85,82,83,46,78,81,69,65,42,86,84,85,81,6,6,8,14,14,69,71,71,71,71,71,74,76,76,76,82,82,82,82,84,82,20
237086,Kim Min Jae,Min Jae Kim,25,189,81,https://cdn.sofifa.net/players/237/086/23_60.png,Korea Republic,82,87,5,1868,415,CB,CB,Korea Republic,Korea Republic,CB,4,Right,1,3,2,Medium,High,81,42,59,66,83,84,35,28,80,74,42,63,36,34,76,68,75,85,64,77,65,66,78,77,88,53,86,80,48,57,30,67,84,85,78,13,7,11,14,11,63,60,62,62,62,60,65,65,70,65,74,80,74,77,84,77,20
184432,Azpilicueta,C챕sar Azpilicueta Tanco,32,178,77,https://cdn.sofifa.net/players/184/432/23_60.png,Spain,82,82,0,2057,426,"RB,CB",RB,Spain,Spain,SUB,2,Right,3,3,2,Medium,Medium,65,55,75,72,83,76,79,46,77,78,51,68,68,58,77,76,68,62,67,85,73,68,83,77,70,60,87,83,62,72,66,78,84,85,84,13,9,10,6,5,69,69,68,68,68,69,73,74,78,74,82,82,82,82,82,82,20
234153,Carlos Soler,Carlos Soler Barrag찼n,25,180,76,https://cdn.sofifa.net/players/234/153/23_60.png,Spain,82,87,5,2182,460,"CM,RM,CDM",CM,Spain,Spain,SUB,19,Right,2,4,3,Medium,Medium,80,76,82,78,72,72,77,77,56,84,66,78,80,85,83,79,78,82,76,85,73,76,58,84,71,75,65,78,79,83,86,77,67,80,70,6,14,7,13,11,78,79,79,79,79,79,82,82,83,82,80,80,80,79,74,79,21
243630,J. David,Jonathan David,22,177,77,https://cdn.sofifa.net/players/243/630/23_60.png,Canada,82,88,6,2005,435,ST,ST,Canada,Canada,ST,20,Right,2,5,3,High,High,86,81,74,81,40,73,70,84,81,82,75,80,69,58,69,84,85,87,80,78,70,79,86,83,79,77,41,33,82,73,75,81,29,42,35,7,7,11,7,7,84,81,81,81,81,81,82,82,76,82,65,61,65,62,56,62,17
210324,J. Hofmann,Jonas Hofmann,29,176,73,https://cdn.sofifa.net/players/210/324/23_60.png,Germany,82,82,0,2109,448,"RM,RB",RM,Germany,Germany,SUB,18,Right,2,4,3,High,High,73,76,80,80,67,72,80,79,48,81,64,79,77,71,81,80,75,72,79,83,78,74,61,86,66,74,70,77,82,81,71,81,73,62,63,6,6,10,10,10,77,79,79,79,79,79,82,82,82,82,78,78,78,75,70,75,18
209297,Fred,Frederico de Paula Santos,29,169,62,https://cdn.sofifa.net/players/209/297/23_60.png,Brazil,82,82,0,2218,458,"CM,CDM",CM,Brazil,Brazil,CM,8,Left,3,3,4,High,High,79,71,80,81,76,71,74,68,56,85,62,80,78,74,82,80,82,76,89,87,88,78,82,94,52,75,85,85,76,76,64,75,75,81,70,7,16,15,11,15,77,79,78,78,78,79,82,82,82,82,82,82,82,82,78,82,24
184200,M. Arnautovi훶,Marko Arnautovi훶,33,192,83,https://cdn.sofifa.net/players/184/200/23_60.png,Austria,82,82,0,2110,444,ST,ST,Austria,Austria,ST,7,Right,3,4,4,Medium,Low,78,82,79,79,44,82,77,81,79,81,79,77,79,72,74,84,76,79,70,79,77,84,77,77,87,82,77,38,79,81,79,79,40,42,39,14,15,10,10,15,82,79,80,80,80,79,82,82,79,82,67,67,67,64,62,64,24
222077,M. Locatelli,Manuel Locatelli,24,185,75,https://cdn.sofifa.net/players/222/077/23_60.png,Italy,82,86,4,2120,450,"CM,CDM",CM,Italy,Italy,SUB,5,Right,2,4,3,Medium,High,63,72,79,78,79,79,70,69,68,85,64,78,68,64,83,82,62,63,69,83,60,77,65,90,78,80,72,79,73,82,60,77,80,82,75,11,12,11,10,15,76,76,77,77,77,76,80,79,84,79,80,83,80,79,79,79,22
229237,M. Akanji,Manuel Akanji,26,187,91,https://cdn.sofifa.net/players/229/237/23_60.png,Switzerland,82,84,2,1970,432,CB,CB,Switzerland,Switzerland,CB,5,Right,2,4,2,Medium,Medium,79,48,70,74,83,78,55,38,78,81,42,73,54,59,81,76,75,82,69,82,67,75,84,72,82,48,75,82,37,65,40,78,83,84,84,10,9,13,6,9,66,65,66,66,66,65,70,71,75,71,79,82,79,80,84,80,19
173426,S. Mignolet,Simon Mignolet,34,193,87,https://cdn.sofifa.net/players/173/426/23_60.png,Belgium,82,82,0,1321,450,GK,GK,Belgium,Belgium,SUB,12,Right,3,3,1,Medium,Medium,80,74,74,88,51,83,11,11,16,50,16,14,16,12,40,26,50,52,34,80,52,56,69,31,72,16,34,21,14,43,41,61,15,14,16,80,74,74,83,88,35,30,33,33,33,30,37,36,39,36,33,37,33,32,34,32,82
236401,N. Mazraoui,Noussair Mazraoui,24,183,62,https://cdn.sofifa.net/players/236/401/23_60.png,Morocco,82,86,4,2105,459,"LB,RB",RM,Morocco,Morocco,LB,3,Right,2,3,3,High,Low,84,66,77,82,76,74,79,69,65,83,56,83,69,42,76,84,83,84,86,78,69,68,69,88,70,61,69,80,84,77,44,79,75,78,80,12,7,13,12,12,77,80,79,79,79,80,82,83,82,83,83,81,83,82,78,82,20
190815,D. Blind,Daley Blind,32,180,72,https://cdn.sofifa.net/players/190/815/23_60.png,Netherlands,82,82,0,2077,419,"LWB,CB",LWB,Netherlands,Netherlands,LWB,17,Left,3,3,3,Medium,Medium,44,62,84,79,80,70,85,56,76,86,66,78,83,62,87,83,47,41,71,83,70,74,72,76,70,64,64,86,70,82,54,84,81,77,78,12,9,10,14,10,73,73,73,73,73,73,79,78,82,78,81,82,81,80,80,80,22
184087,T. Alderweireld,Toby Alderweireld,33,186,81,https://cdn.sofifa.net/players/184/087/23_60.png,Belgium,82,82,0,1977,410,CB,CB,Belgium,Belgium,CB,2,Right,3,3,2,Medium,Medium,58,55,70,67,85,75,64,45,81,77,38,62,63,59,81,74,55,60,54,85,62,78,81,72,76,58,77,83,52,62,58,86,85,87,82,16,6,14,16,14,68,63,65,65,65,63,69,69,75,69,78,82,78,80,82,80,24
204638,W. Orban,Willi Orban,29,186,87,https://cdn.sofifa.net/players/204/638/23_60.png,Hungary,82,82,0,1698,367,CB,CB,Hungary,Hungary,CB,6,Right,2,3,2,Medium,Medium,57,36,53,56,84,81,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,72,85,86,81,15,12,15,10,6,57,52,53,53,53,52,56,57,62,57,71,76,71,74,82,74,20
178005,Rui Patr챠cio,Rui Pedro dos Santos Patr챠cio,34,190,84,https://cdn.sofifa.net/players/178/005/23_60.png,Portugal,82,82,0,1368,457,GK,GK,Portugal,Portugal,GK,1,Left,3,2,1,Medium,Medium,82,80,77,83,55,80,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,66,14,13,11,82,80,77,80,83,35,32,34,34,34,32,39,37,38,37,33,36,33,32,33,32,82
178509,O. Giroud,Olivier Giroud,35,193,93,https://cdn.sofifa.net/players/178/509/23_60.png,France,82,82,0,1926,390,ST,ST,France,France,SUB,9,Left,3,3,3,Medium,Medium,42,83,72,73,42,78,64,86,91,78,86,69,71,65,60,85,41,43,54,84,53,86,82,56,90,69,76,42,87,78,87,85,37,37,20,12,15,11,6,5,82,73,77,77,77,73,78,74,75,74,57,63,57,55,60,55,21
228941,Andr챕 Silva,Andr챕 Miguel Valente da Silva,26,185,84,https://cdn.sofifa.net/players/228/941/23_60.png,Portugal,82,83,1,2067,434,ST,ST,Portugal,Portugal,SUB,9,Right,3,3,4,Medium,Medium,74,83,70,82,47,78,60,84,85,79,84,82,77,39,63,84,76,73,77,85,75,83,88,79,77,78,75,59,84,74,84,84,36,40,34,14,13,7,11,8,83,79,81,81,81,79,83,81,78,81,67,67,67,64,63,64,22
193474,I. Gueye,Idrissa Gana Gueye,32,174,66,https://cdn.sofifa.net/players/193/474/23_60.png,Senegal,82,82,0,2097,442,"CDM,CM",CDM,Senegal,Senegal,CM,5,Right,2,3,3,Medium,High,67,66,72,78,83,76,60,60,69,80,36,76,60,71,76,79,69,66,78,81,81,82,83,85,68,72,83,86,72,70,55,79,82,87,83,8,6,8,12,13,73,72,74,74,74,72,76,75,80,75,80,82,80,81,82,81,20
247819,N. Schlotterbeck,Nico Schlotterbeck,22,191,86,https://cdn.sofifa.net/players/247/819/23_60.png,Germany,82,88,6,1961,432,CB,CB,Germany,Germany,SUB,23,Left,1,3,3,High,High,76,55,66,72,84,79,48,49,84,76,51,72,49,35,79,71,77,76,68,81,66,67,76,73,82,60,79,82,53,67,38,76,83,86,80,8,10,8,14,13,69,66,68,68,68,66,71,70,75,70,77,81,77,79,84,79,21
242444,Jo찾o F챕lix,Jo찾o F챕lix Sequeira,22,181,70,https://cdn.sofifa.net/players/242/444/23_60.png,Portugal,82,88,6,2094,433,"LW,ST",CAM,Portugal,Portugal,SUB,11,Right,2,4,5,Medium,Medium,83,79,79,85,40,67,76,79,69,81,83,85,83,67,76,84,84,83,88,83,84,80,76,75,62,80,68,40,83,84,68,86,30,42,35,13,12,14,13,14,82,82,82,82,82,82,85,84,79,84,66,64,66,63,55,63,23
217870,G. Di Lorenzo,Giovanni Di Lorenzo,28,183,83,https://cdn.sofifa.net/players/217/870/23_60.png,Italy,82,82,0,2135,459,RB,RB,Italy,Italy,RB,2,Right,2,3,3,Medium,Medium,85,66,73,77,78,80,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,77,80,80,75,8,10,8,10,7,75,75,74,74,74,75,76,78,77,78,82,80,82,82,80,82,19
256790,J. Musiala,Jamal Musiala,19,180,68,https://cdn.sofifa.net/players/256/790/23_60.png,Germany,82,92,10,2027,437,"CM,CAM,LM",CAM,Germany,Germany,SUB,14,Right,1,4,5,Medium,Medium,76,74,75,88,63,61,66,78,49,83,63,89,64,53,75,88,80,72,91,83,92,71,55,78,53,73,59,65,77,79,53,82,64,63,69,6,9,8,8,11,77,81,81,81,81,81,84,82,82,82,76,75,76,73,66,73,19
239301,L. Mart챠nez,Lisandro Mart챠nez,24,178,77,https://cdn.sofifa.net/players/239/301/23_60.png,Argentina,82,87,5,2124,450,"CB,LB,CDM",CB,Argentina,Argentina,SUB,25,Left,2,3,3,Medium,High,72,60,76,77,82,83,75,52,75,80,56,76,63,55,82,80,74,71,73,77,79,72,91,85,81,66,85,82,62,73,55,82,83,84,82,6,14,13,14,8,71,72,71,71,71,72,75,76,79,76,82,83,82,82,84,82,20
